# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 25 12:15:35 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_rade desc
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-1108 b,1,1,1,Transit,2016,Kepler,0,4.51005748,,1.460,0.130,,,,,,,0,,5406.00,0.84,0.88,-0.090,4.54,767.7010000,15.1320000,13.1720000,14.9192000
Kepler-1091 b,1,1,1,Transit,2016,Kepler,0,1.43474156,,1.460,0.130,,,,,,,0,,5851.00,1.03,1.01,0.000,4.42,914.2990000,14.8740000,13.0590000,14.7151000
Kepler-1039 b,1,1,1,Transit,2016,Kepler,0,0.93488424,,1.460,0.130,,,,,,,0,,4870.00,0.74,0.79,0.010,4.60,306.9100000,14.4380000,11.7530000,14.0958000
Kepler-1019 b,1,1,1,Transit,2016,Kepler,0,1.41122985,,1.460,0.130,,,,,,,0,,4433.00,0.67,0.70,0.010,4.64,194.1820000,13.8820000,11.0030000,13.5934000
Kepler-1834 b,1,1,1,Transit,2021,Kepler,0,4.60301018,,1.459,0.130,,,,,,,0,,4821.00,0.79,0.77,0.160,4.53,500.3950000,15.1800000,12.7220000,14.9047000
Kepler-936 b,1,1,1,Transit,2016,Kepler,0,10.56134221,,1.450,0.129,,,,,,,0,,5482.00,0.89,0.92,0.050,4.51,823.3990000,14.8400000,12.8170000,14.7886000
Kepler-375 b,1,1,2,Transit,2014,Kepler,0,12.12593400,0.101000,1.450,0.129,,,,,,,0,,5826.00,0.84,,,4.57,1238.8100000,15.6430000,14.0810000,15.6771000
Kepler-362 c,1,1,2,Transit,2014,Kepler,0,37.86628100,0.207000,1.450,0.129,,,,,,,1,,5788.00,0.72,,,4.64,1090.5100000,14.6080000,12.7840000,14.4863000
Kepler-361 b,1,1,2,Transit,2014,Kepler,0,8.48661600,0.086000,1.450,0.129,,,,,,,0,,6169.00,1.34,,,4.25,930.3200000,13.6350000,12.1980000,13.5447000
Kepler-280 b,1,1,2,Transit,2014,Kepler,0,2.13954200,0.032000,1.450,0.129,,,,,,,0,,5744.00,0.89,,,4.54,780.3610000,14.3500000,12.8440000,14.4574000
Kepler-176 e,1,1,4,Transit,2016,Kepler,0,51.16579000,,1.450,0.129,,,,,,,0,,5295.00,0.83,0.87,0.030,4.55,527.3210000,14.7670000,12.5670000,14.5446000
Kepler-1335 b,1,1,1,Transit,2016,Kepler,0,6.26406846,,1.450,0.129,,,,,,,0,,4903.00,0.74,0.77,-0.070,4.60,621.8530000,15.2480000,13.1340000,15.3037000
Kepler-1226 b,1,1,1,Transit,2016,Kepler,0,17.29234530,,1.450,0.129,,,,,,,0,,5923.00,1.02,1.02,-0.080,4.43,1125.7200000,14.3240000,12.6450000,14.1497000
K2-136 d,1,2,3,Transit,2017,K2,0,25.57506500,,1.450,0.129,,,,0.140000,,373,0,K5.5,4499.00,0.66,0.74,0.150,4.66,59.2474000,11.1010000,8.3680000,10.8545000
Kepler-1905 b,1,1,1,Transit,2021,Kepler,0,3.42392993,,1.446,0.129,,,,,,,0,,5788.00,1.01,1.04,0.160,4.44,1051.5300000,15.0860000,13.4870000,14.9902000
TOI-237 b,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,5.43609800,0.034100,1.440,0.128,,,,0.000000,3.70,388,0,M4.5 V,3212.00,0.21,0.18,,5.04,38.0749000,16.3700000,10.8960000,14.7540000
Kepler-605 b,1,1,2,Transit,2016,Kepler,0,3.38353807,,1.440,0.128,,,,,,,0,,5462.00,0.88,0.91,0.020,4.52,556.5800000,14.3760000,12.4220000,14.1363000
Kepler-203 d,1,1,3,Transit,2014,Kepler,0,11.32972000,0.100000,1.440,0.128,,,,,,,0,,5821.00,1.11,,,4.36,703.3020000,14.1400000,12.4450000,13.9421000
Kepler-1310 b,1,1,1,Transit,2016,Kepler,0,0.67933627,,1.440,0.128,,,,,,,0,,5549.00,0.88,0.91,-0.070,4.51,569.1850000,14.3460000,12.4360000,14.1223000
Kepler-1245 c,1,1,2,Transit,2016,Kepler,0,2.93658468,,1.440,0.128,,,,,,,0,,5306.00,0.83,0.86,-0.010,4.55,805.9360000,15.5820000,13.5190000,15.3721000
Kepler-1245 b,1,1,2,Transit,2016,Kepler,0,4.35409304,,1.440,0.128,,,,,,,0,,5306.00,0.83,0.86,-0.010,4.55,805.9360000,15.5820000,13.5190000,15.3721000
Kepler-1218 b,1,1,1,Transit,2016,Kepler,0,22.92212660,,1.440,0.128,,,,,,,0,,5986.00,1.10,1.06,-0.020,4.38,840.5030000,13.7300000,12.1770000,13.5511000
Kepler-1149 b,1,1,1,Transit,2016,Kepler,0,3.73089898,,1.440,0.128,,,,,,,0,,5833.00,1.01,1.02,0.020,4.43,1217.7300000,15.1460000,13.3010000,14.9307000
Kepler-1007 b,1,1,1,Transit,2016,Kepler,0,5.18500207,,1.440,0.128,,,,,,,0,,4587.00,0.70,0.73,0.030,4.62,,14.9810000,12.2240000,14.7347000
K2-162 b,1,1,1,Transit,2018,K2,0,9.45889000,0.079500,1.440,0.128,,,,,,631,0,,4842.00,0.69,0.75,-0.170,4.63,124.4330000,12.2780000,9.8980000,11.9662000
K2-219 c,1,1,3,Transit,2018,K2,0,6.66767000,,1.438,0.128,,,,,,,0,,5753.00,1.19,1.02,0.130,4.23,325.4000000,12.0900000,10.4240000,11.9110000
Kepler-876 b,1,1,1,Transit,2016,Kepler,0,5.14438011,,1.430,0.128,,,,,,,0,,5060.00,0.77,0.81,-0.030,4.58,820.9130000,15.6470000,13.3540000,15.3301000
Kepler-773 b,1,1,1,Transit,2016,Kepler,0,3.74910006,,1.430,0.128,,,,,,,0,,5850.00,1.01,1.04,0.050,4.45,547.0260000,13.3870000,11.8880000,13.2797000
Kepler-406 b,1,1,2,Transit,2014,Kepler,0,2.42629000,,1.430,0.128,6.35000,0.02000,Mass,,,,0,,5538.00,1.07,1.07,0.180,4.41,364.0300000,12.6030000,10.9700000,12.4897000
Kepler-399 c,1,1,3,Transit,2014,Kepler,0,26.67569000,0.155000,1.430,0.128,,,,,,,0,,5502.00,0.68,,,4.62,740.5370000,14.6860000,12.6980000,14.5277000
Kepler-334 c,1,1,3,Transit,2014,Kepler,0,12.75800500,0.107000,1.430,0.128,,,,,,,0,,5828.00,1.07,,,4.38,426.5900000,12.8340000,11.4090000,12.7300000
Kepler-323 b,1,1,2,Transit,2014,Kepler,0,1.67832700,0.028000,1.430,0.128,,,,,,,0,,5987.00,1.18,,,4.31,454.8830000,12.7800000,11.3540000,12.6580000
Kepler-311 c,1,1,2,Transit,2014,Kepler,0,19.73828600,0.145000,1.430,0.128,,,,,,,0,,5905.00,1.19,,,4.31,778.6540000,13.9020000,12.4180000,13.7537000
Kepler-272 b,1,1,3,Transit,2014,Kepler,0,2.97135300,0.038000,1.430,0.128,,,,,,,0,,5297.00,0.93,,,4.43,889.6080000,14.8110000,12.7080000,14.6591000
Kepler-176 b,1,1,4,Transit,2014,Kepler,0,5.43307400,0.058000,1.430,0.128,,,,,,,0,,5232.00,0.89,,,4.47,527.3210000,14.7670000,12.5670000,14.5446000
Kepler-1380 b,1,1,1,Transit,2016,Kepler,0,10.31082450,,1.430,0.128,,,,,,,0,,5570.00,0.94,0.96,0.100,4.48,2462.9400000,15.8160000,13.8830000,15.6136000
Kepler-1366 b,1,1,1,Transit,2016,Kepler,0,2.16457097,,1.430,0.128,,,,,,,0,,4070.00,0.60,0.62,-0.020,4.68,465.8260000,16.6850000,12.9610000,15.8887000
Kepler-1302 b,1,1,1,Transit,2016,Kepler,0,8.83922659,,1.430,0.128,,,,,,,0,,5236.00,0.82,0.86,0.040,4.55,634.5800000,15.1720000,13.1510000,15.0387000
Kepler-128 b,1,1,2,Transit,2013,Kepler,0,15.09000000,,1.430,0.128,0.77000,0.00242,Mass,,,,1,,,1.61,1.09,,,396.3790000,11.6930000,10.1090000,11.2886000
Kepler-1259 b,1,1,1,Transit,2016,Kepler,0,0.66308526,,1.430,0.128,,,,,,,0,,5053.00,0.77,0.80,-0.070,4.58,805.5620000,15.5560000,13.2800000,15.3330000
K2-36 b,1,1,2,Transit,2016,K2,0,1.42261400,0.022300,1.430,0.128,3.90000,0.01227,Mass,0.000000,529.00,1224,0,,4916.00,0.72,0.79,-0.090,4.62,109.7490000,11.7260000,9.4540010,11.5270000
Kepler-1686 b,1,1,1,Transit,2020,Kepler,0,9.30987000,,1.426,0.127,,,,,,,0,,5714.96,1.20,1.02,0.077,4.29,729.8230000,13.6610000,12.3360000,13.7519000
TOI-561 b,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.44657800,0.010550,1.423,0.127,1.59000,0.00500,Mass,0.000000,,,0,G9 V,5455.00,0.85,0.79,-0.330,4.47,85.7990000,10.2520000,8.3940000,10.0128000
K2-198 c,1,1,3,Transit,2019,K2,0,3.35960550,,1.423,0.127,,,,,,1230,0,,5212.90,0.76,0.80,,,110.5670000,10.9710000,9.2280000,10.9955000
Kepler-1825 b,1,1,1,Transit,2021,Kepler,0,1.02586997,,1.422,0.127,,,,,,,0,,5123.00,0.85,0.83,0.140,4.50,430.2540000,14.6050000,12.3480000,14.3827000
Kepler-922 b,1,1,1,Transit,2016,Kepler,0,0.93846683,,1.420,0.127,,,,,,,0,,5671.00,0.93,0.95,-0.050,4.48,536.3230000,13.8630000,12.1880000,13.7450000
Kepler-65 b,1,1,4,Transit,2012,Kepler,0,2.15491000,0.035000,1.420,0.127,,,,,,,0,,6211.00,1.41,1.25,0.170,4.23,303.7280000,10.9220000,9.8060000,10.9656000
Kepler-403 d,1,1,3,Transit,2016,Kepler,0,13.61159129,,1.420,0.127,,,,,,,0,,6209.00,1.45,1.25,0.160,4.21,840.2690000,12.8180000,11.5370000,12.7598000
Kepler-339 b,1,1,3,Transit,2014,Kepler,0,4.97765600,0.055000,1.420,0.127,,,,,,,0,,5631.00,0.80,,,4.59,616.6370000,14.7060000,12.8740000,14.5134000
Kepler-1303 b,1,1,1,Transit,2016,Kepler,0,7.56127224,,1.420,0.127,,,,,,,0,,5771.00,1.00,1.01,0.040,4.44,897.7830000,14.8540000,13.0860000,14.6164000
Kepler-1290 b,1,1,1,Transit,2016,Kepler,0,4.69500134,,1.420,0.127,,,,,,,0,,5660.00,0.93,0.95,-0.020,4.49,1593.7000000,15.8710000,14.1120000,15.6906000
Kepler-1274 b,1,1,1,Transit,2016,Kepler,0,6.98152703,,1.420,0.127,,,,,,,0,,6179.00,2.17,1.45,0.110,3.93,614.6480000,11.7170000,10.4540000,11.6819000
Kepler-1231 b,1,1,1,Transit,2016,Kepler,0,10.41725184,,1.420,0.127,,,,,,,0,,5778.00,1.00,1.01,0.060,4.44,987.2370000,14.8080000,13.1750000,14.7140000
Kepler-1088 b,1,1,1,Transit,2016,Kepler,0,23.12748644,,1.420,0.127,,,,,,,0,,5975.00,1.08,1.08,0.050,4.40,280.6290000,11.4720000,10.4760000,11.7780000
Kepler-1075 b,1,1,1,Transit,2016,Kepler,0,1.52372816,,1.420,0.127,,,,,,,0,,3959.00,0.54,0.56,-0.170,4.72,291.2750000,15.9090000,12.4150000,15.3697000
K2-128 b,1,1,1,Transit,2017,K2,0,5.67581900,0.056000,1.420,0.127,,,,0.230000,68.80,,0,,4469.51,0.78,0.71,,,114.6370000,12.5800000,9.8150000,12.2204000
K2-170 b,1,1,2,Transit,2018,K2,0,7.57654400,,1.418,0.127,,,,,,,0,,5748.00,0.98,0.96,-0.110,4.34,392.8720000,12.6680000,11.0750000,12.4959000
Kepler-1038 c,1,1,2,Transit,2021,Kepler,0,7.12765980,,1.416,0.126,,,,,,,0,,5159.00,0.82,0.87,0.160,4.55,584.1360000,15.0300000,12.7820000,14.8561000
Kepler-1813 b,1,1,1,Transit,2021,Kepler,0,2.81816006,,1.413,0.126,,,,,,,0,,5167.00,0.79,0.81,-0.040,4.55,,15.6390000,13.6430000,15.5361000
TOI-1693 b,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.76669570,0.022600,1.410,0.126,,,,,,764,0,,3499.00,0.46,0.49,,4.80,30.7947000,12.9620000,8.3310000,11.8373000
Kepler-905 b,1,1,1,Transit,2016,Kepler,0,5.08274652,,1.410,0.126,,,,,,,0,,5461.00,0.86,0.95,0.090,4.55,529.2680000,14.0580000,12.2640000,13.9504000
Kepler-62 f,1,1,5,Transit,2013,Kepler,0,267.29100000,0.718000,1.410,0.126,35.00000,0.11000,Mass,,,208,0,K2 V,4925.00,0.64,0.69,-0.370,4.68,300.8740000,13.9650000,11.6590000,13.7197000
Kepler-537 b,1,1,1,Transit,2016,Kepler,0,3.24755522,,1.410,0.126,,,,,,,0,,5763.00,0.99,1.07,0.230,4.47,439.4000000,13.1730000,11.6230000,13.0657000
Kepler-369 c,1,1,2,Transit,2014,Kepler,0,14.87157200,0.094000,1.410,0.126,,,,,,,0,,3591.00,0.47,,,4.79,,16.4290000,12.3950000,15.6683000
Kepler-334 d,1,1,3,Transit,2014,Kepler,0,25.09849000,0.168000,1.410,0.126,,,,,,,0,,5828.00,1.07,,,4.38,426.5900000,12.8340000,11.4090000,12.7300000
Kepler-237 b,1,1,2,Transit,2014,Kepler,0,4.71510600,0.050000,1.410,0.126,,,,,,,0,,4861.00,0.72,,,4.58,657.8220000,15.6890000,13.1720000,15.2832000
Kepler-187 b,1,1,2,Transit,2014,Kepler,0,4.93886400,0.059000,1.410,0.126,,,,,,,0,,6105.00,1.29,,,4.27,1143.0000000,14.2970000,12.5660000,14.1753000
Kepler-164 b,1,1,3,Transit,2014,Kepler,0,5.03503000,0.058000,1.410,0.126,,,,,,,0,,5888.00,1.15,,,4.33,890.7580000,14.3790000,12.9350000,14.2329000
Kepler-1604 b,1,1,1,Transit,2016,Kepler,0,0.68368426,,1.410,0.126,,,,,,,0,,4976.00,0.76,0.81,0.020,4.59,541.1890000,15.2240000,12.8210000,14.8989000
Kepler-1493 b,1,1,1,Transit,2016,Kepler,0,15.02179830,,1.410,0.126,,,,,,,0,,5863.00,1.29,1.06,0.060,4.24,555.0510000,13.7192000,11.5300000,13.5532000
Kepler-1471 b,1,1,1,Transit,2016,Kepler,0,3.63899398,,1.410,0.126,,,,,,,0,,5660.00,0.93,0.95,-0.030,4.48,978.6780000,15.4210000,13.6040000,15.2460000
Kepler-141 c,1,1,2,Transit,2014,Kepler,0,7.01060600,0.067000,1.410,0.126,,,,,,,0,,4910.00,0.79,,,4.57,301.1830000,13.6240000,11.3930000,13.4205000
Kepler-1383 b,1,1,1,Transit,2016,Kepler,0,13.90935830,,1.410,0.126,,,,,,,0,,6370.00,1.44,1.26,0.030,4.23,1027.2100000,13.8320000,12.3190000,13.7077000
Kepler-1205 b,1,1,1,Transit,2016,Kepler,0,1.07839035,,1.410,0.126,,,,,,,0,,5226.00,0.81,0.84,-0.040,4.56,698.4850000,15.3160000,13.2620000,15.1303000
Kepler-1848 b,1,1,1,Transit,2021,Kepler,0,5.60402012,,1.409,0.126,,,,,,,0,,4847.00,0.74,0.76,0.000,4.58,309.6960000,13.8870000,11.5290000,13.6790000
Kepler-770 d,1,1,3,Transit,2016,Kepler,0,4.15244722,,1.400,0.125,,,,,,,0,,5598.00,0.92,0.94,-0.010,4.49,930.4570000,14.8520000,12.9230000,14.5966000
Kepler-329 b,1,1,2,Transit,2014,Kepler,0,7.41639700,0.061000,1.400,0.125,,,,,,,0,,4257.00,0.52,,,4.74,439.7190000,15.8860000,12.6930000,15.4312000
Kepler-326 c,1,1,3,Transit,2014,Kepler,0,4.58035800,0.051000,1.400,0.125,,,,,,,0,,5105.00,0.80,,,4.56,487.6750000,13.7340000,11.6730000,13.6788000
Kepler-186 d,1,1,5,Transit,2014,Kepler,0,13.34299600,0.078100,1.400,0.125,,,,,,,0,M1,3788.00,0.47,0.48,-0.280,4.77,177.5940000,15.1380000,11.6050000,14.5994000
Kepler-1301 b,1,1,1,Transit,2016,Kepler,0,9.08237046,,1.400,0.125,,,,,,,0,,5188.00,0.81,0.85,0.010,4.56,854.2800000,15.6560000,13.4690000,15.3734000
Kepler-127 b,1,1,3,Transit,2014,Kepler,0,14.43588900,0.125000,1.400,0.125,,,,,,,0,,6106.00,1.36,,,4.26,352.7940000,11.7460000,10.2340000,11.4381000
Kepler-1229 b,1,1,1,Transit,2016,Kepler,0,86.82898900,,1.400,0.125,,,,,,,0,,3784.00,0.51,0.54,-0.060,4.75,265.4820000,16.1240000,12.3740000,15.5104000
Kepler-1145 b,1,1,1,Transit,2016,Kepler,0,3.97076766,,1.400,0.125,,,,,,,0,,5064.00,0.75,0.79,-0.130,4.59,691.9610000,15.4710000,13.3140000,15.4499000
K2-201 b,1,1,2,Transit,2018,K2,0,1.05979000,,1.400,0.125,,,,,,,0,,5507.00,0.88,0.96,0.130,4.68,197.9320000,12.1680000,10.1980000,11.9432000
EPIC 206024342 c,1,1,3,Transit,2021,K2,0,0.91172400,,1.400,0.125,,,,,,,0,,5724.00,1.10,,-0.220,4.50,369.8880000,13.0960000,11.4870000,12.9682000
TOI-1444 b,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,0.47026940,,1.397,0.125,3.87000,0.01218,Mass,0.000000,,,0,,5430.00,0.91,0.93,0.130,4.49,125.4630000,10.9360000,9.0610000,10.6417000
Kepler-716 c,1,1,2,Transit,2020,Kepler,0,3.96999000,,1.393,0.124,,,,,,,0,,5012.00,0.74,0.83,,4.62,635.0090000,15.3140000,13.1350000,15.1555000
K2-384 d,1,1,5,Transit,2022,K2,0,6.67958200,,1.392,0.124,,,,,,,0,,3623.00,0.35,0.33,0.068,4.87,82.6603000,16.1200000,11.2940000,15.0276000
Kepler-1761 b,1,1,1,Transit,2021,Kepler,0,4.04354000,,1.391,0.124,,,,,,,0,,3871.00,0.53,0.57,0.070,4.74,221.1860000,15.6190000,11.7910000,14.8980000
TOI-1749 b,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.38839000,0.029100,1.390,0.124,57.00000,0.17934,Mass,0.140000,,831,0,M0 V,3985.00,0.55,0.58,-0.260,4.70,99.5561000,13.8600000,10.2700000,13.1798000
L 168-9 b,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.40150000,0.020910,1.390,0.124,4.60000,0.01447,Mass,0.210000,,965,0,M1 V,3800.00,0.60,0.62,0.040,4.04,25.1496000,11.0050000,7.0820000,10.2316000
Kepler-386 b,1,1,2,Transit,2014,Kepler,0,12.31043000,0.096000,1.390,0.124,,,,,,,0,,5178.00,0.77,,,4.56,882.4620000,15.9490000,13.6050000,15.6172000
Kepler-377 b,1,1,2,Transit,2014,Kepler,0,12.50952900,0.109000,1.390,0.124,,,,,,,0,,5949.00,1.22,,,4.30,823.8040000,14.0810000,12.4690000,13.8315000
Kepler-224 b,1,1,4,Transit,2014,Kepler,0,3.13292400,0.038000,1.390,0.124,,,,,,,0,,5018.00,0.68,,,4.64,782.0880000,15.8010000,13.7030000,15.6358000
Kepler-208 c,1,1,4,Transit,2014,Kepler,0,7.46662300,0.079000,1.390,0.124,,,,,,,0,,6092.00,1.31,,,4.26,775.3280000,13.5610000,12.2100000,13.5376000
Kepler-1904 b,1,1,1,Transit,2021,Kepler,0,4.57702017,,1.390,0.124,,,,,,,0,,3805.00,0.50,0.53,-0.100,4.77,270.8540000,16.3670000,12.7520000,15.7421000
Kepler-1394 b,1,1,1,Transit,2016,Kepler,0,3.93766373,,1.390,0.124,,,,,,,0,,6481.00,2.55,1.64,0.060,3.84,640.4090000,11.7140000,10.6790000,11.7144000
Kepler-1216 b,1,1,1,Transit,2016,Kepler,0,4.37034536,,1.390,0.124,,,,,,,0,,5743.00,0.98,0.99,0.030,4.46,1258.3600000,15.2620000,13.6130000,15.1070000
L 98-59 c,1,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,3.69067770,0.030400,1.385,0.124,2.22000,0.00698,Mass,0.103000,12.80,553,0,M3 V,3415.00,0.30,0.27,-0.460,4.86,10.6194000,11.6850000,7.1010000,10.5976000
Kepler-923 b,1,1,1,Transit,2016,Kepler,0,6.93366476,,1.380,0.123,,,,,,,0,,5988.00,1.26,1.11,0.070,4.28,1000.2800000,14.1240000,12.6650000,14.0117000
Kepler-914 b,1,1,1,Transit,2016,Kepler,0,4.40966548,,1.380,0.123,,,,,,,0,,5877.00,1.15,1.10,0.220,4.36,753.7230000,13.6670000,12.1310000,13.5481000
Kepler-84 d,1,1,5,Transit,2014,Kepler,0,4.22453700,0.052000,1.380,0.123,,,,,,,0,,6031.00,1.17,,,4.32,1023.9000000,14.9200000,13.1930000,14.7902000
Kepler-629 b,1,1,1,Transit,2016,Kepler,0,7.23858540,,1.380,0.123,,,,,,,0,,5444.00,0.84,0.93,0.010,4.55,372.0500000,13.4810000,11.6460000,13.3580000
Kepler-402 d,1,1,4,Transit,2014,Kepler,0,8.92109900,0.087000,1.380,0.123,,,,,,,0,,6090.00,1.26,,,4.28,625.3390000,13.2700000,11.9930000,13.1917000
Kepler-353 c,1,2,2,Transit,2014,Kepler,0,8.41089400,0.065000,1.380,0.123,,,,,,,0,,3903.00,0.50,,,4.75,384.6940000,16.1260000,12.8080000,15.7248000
Kepler-1315 b,1,1,2,Transit,2016,Kepler,0,0.84338011,,1.380,0.123,,,,,,,0,,4861.00,0.75,0.80,0.070,4.60,480.8690000,15.1330000,12.6840000,14.9517000
Kepler-1120 b,1,1,1,Transit,2016,Kepler,0,2.94902905,,1.380,0.123,,,,,,,0,,4904.00,0.74,0.78,-0.040,4.60,615.2310000,15.4940000,13.1700000,15.3045000
K2-349 b,1,1,1,Transit,2016,K2,0,9.03217800,,1.380,0.123,,,,,,518,0,,4385.00,0.49,0.54,-0.660,4.78,453.5670000,14.5850000,12.2040000,14.1826000
K2-270 b,1,1,2,Transit,2018,K2,0,1.54306900,0.024700,1.380,0.123,,,,,,1203,0,,4877.00,0.77,0.85,0.260,4.59,280.5180000,13.8470000,11.3680000,13.4701000
K2-147 b,1,1,1,Transit,2018,K2,0,0.96191700,0.015900,1.380,0.123,,,,,200.10,,0,,3672.00,0.55,0.58,0.190,4.72,90.5494000,14.0440000,9.9970000,13.1913000
K2-211 b,1,1,1,Transit,2018,K2,0,0.66955800,,1.375,0.123,,,,,,,0,,5221.00,0.82,0.88,0.110,4.60,272.2970000,13.1547000,11.1040000,12.9329000
K2-391 b,1,1,1,Transit,2022,K2,0,4.62265400,,1.371,0.122,,,,,,,0,,5543.00,0.57,0.76,-0.543,4.97,507.9400000,12.5270000,10.7050000,12.3302000
K2-203 b,1,1,1,Transit,2018,K2,0,9.69510100,,1.371,0.122,,,,,,,0,,5000.00,0.76,0.79,-0.070,4.43,166.1470000,12.3910000,10.2060000,12.1219000
Kepler-932 b,1,1,1,Transit,2016,Kepler,0,1.92143740,,1.370,0.122,,,,,,,0,,5331.00,0.84,0.87,-0.010,4.54,465.6120000,14.3080000,12.2100000,14.1360000
Kepler-901 b,1,1,1,Transit,2016,Kepler,0,3.51749439,,1.370,0.122,,,,,,,0,,4184.00,0.57,0.59,-0.300,4.70,253.8670000,15.8500000,11.9070000,14.6803000
Kepler-793 b,1,1,1,Transit,2016,Kepler,0,4.24153639,,1.370,0.122,,,,,,,0,,5745.00,0.97,0.98,0.000,4.46,985.6990000,14.7420000,12.8710000,14.6010000
Kepler-320 c,1,1,2,Transit,2014,Kepler,0,17.93493700,0.142000,1.370,0.122,,,,,,,0,,6435.00,1.11,,,4.42,826.6130000,13.4940000,12.3070000,13.4337000
Kepler-286 c,1,1,4,Transit,2014,Kepler,0,3.46809500,0.042000,1.370,0.122,,,,,,,0,,5580.00,0.86,,,4.50,1226.8500000,15.8630000,14.1210000,15.5447000
Kepler-240 b,1,1,2,Transit,2014,Kepler,0,4.14449500,0.048000,1.370,0.122,,,,,,,0,,4985.00,0.74,,,4.63,746.9270000,15.9530000,13.4640000,15.6622000
Kepler-1437 b,1,1,1,Transit,2016,Kepler,0,10.92954610,,1.370,0.122,,,,,,,0,,5557.00,0.90,0.93,-0.020,4.51,2101.6900000,15.7010000,13.9170000,15.6607000
Kepler-1332 b,1,1,1,Transit,2016,Kepler,0,11.87456832,,1.370,0.122,,,,,,,0,,5581.00,0.90,0.95,0.000,4.51,528.6850000,13.9750000,12.1220000,13.7950000
Kepler-1300 b,1,1,1,Transit,2016,Kepler,0,22.24190920,,1.370,0.122,,,,,,,0,,6130.00,1.79,1.29,0.050,4.04,777.0250000,12.8610000,11.3830000,12.7678000
K2-352 b,1,1,3,Transit,2021,K2,0,3.66591200,,1.370,0.122,,,,,,1160,0,,5791.00,0.95,0.98,-0.050,4.47,176.0510000,11.1250000,9.6910000,11.1147000
K2-200 b,1,1,1,Transit,2018,K2,0,2.84988300,,1.364,0.122,,,,,,,0,,5233.00,0.79,0.86,-0.040,4.71,184.1310000,12.4280000,10.3750000,12.2315000
K2-368 c,1,1,3,Transit,2022,K2,0,9.66018600,,1.361,0.121,,,,,,,0,,4663.00,0.66,0.75,-0.250,4.67,206.6080000,13.5810000,11.0420000,13.2207000
TOI-1411 b,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.45203580,0.023000,1.360,0.121,,,,,,1136,0,,4266.00,0.66,0.59,,4.73,32.4778000,10.5100000,7.2500000,9.8772300
Kepler-997 b,1,1,1,Transit,2016,Kepler,0,2.70730672,,1.360,0.121,,,,,,,0,,6150.00,1.56,1.22,0.050,4.14,467.5680000,11.5210000,10.6080000,11.8477000
Kepler-757 b,1,1,1,Transit,2016,Kepler,0,1.02267882,,1.360,0.121,,,,,,,0,,6014.00,1.13,1.08,0.020,4.37,1068.6800000,15.0660000,13.0430000,14.7637000
